selection_date,backtest_date,ticker,stock_name,categories,reason,grok_rank,selection_score,buy_price,sell_price,daily_close,high,low,volume,phase1_return,phase1_win,profit_per_100_shares_phase1,phase2_return,phase2_win,profit_per_100_shares_phase2,phase3_1pct_return,phase3_1pct_win,phase3_1pct_exit_reason,profit_per_100_shares_phase3_1pct,phase3_2pct_return,phase3_2pct_win,phase3_2pct_exit_reason,profit_per_100_shares_phase3_2pct,phase3_3pct_return,phase3_3pct_win,phase3_3pct_exit_reason,profit_per_100_shares_phase3_3pct,prompt_version,data_source,morning_high,morning_low,morning_max_gain_pct,morning_max_drawdown_pct,daily_max_gain_pct,daily_max_drawdown_pct,market_cap,shortable,day_trade,ng,day_trade_available_shares,margin_code,margin_code_name,jsf_restricted,is_shortable,prev_close,price_limit,limit_price_upper,max_cost_100,profit_per_100_shares_morning_early,profit_per_100_shares_afternoon_early,date,margin_type,is_ex0,short_p1,short_p2,short_me,short_ae,gap_pct,daily_change_pct,intraday_pct
2025-11-04,2025-11-04,1844.T,大盛工業,ニュース+株クラバズ,"2025年10月31日建設関連ニュースで注目、X株クラバズ（10件）。10/31出来高666,900株（平均2.8倍）、ATR 3.9%、値幅9.2%。時価総額120億円、スタンダード市場でボラ活発",13,78.0,640.0,622.0,624.0,646.0,614.0,400700,-0.028125,False,-1800.0,-0.025,False,-1600.0,-0.01,False,stop_loss_-1.0%,-640.0,-0.02,False,stop_loss_-2.0%,-1280.0,-0.03,False,stop_loss_-3.0%,-1920.0,v1_1_web_search,5min,646.0,614.0,0.9375,-4.0625,0.9375,-4.0625,11651857776.0,False,True,False,,,,,,646.0,100.0,746.0,74600.0,-2000.0,-1200.0,2025-11-04,いちにち信用,True,1800.0,1600.0,2000.0,1200.0,-0.15203344735841884,-2.5750665146332192,-2.4267224971450325
2025-11-05,2025-11-05,3660.T,アイスタイル,業績好材料+EC関連,[web_search: Yahoo!ファイナンス]時価総額457億円確認。[web_search: finance.yahoo.co.jp]2025年11月04日決算、売上高687.68億円(22.6%増)掲載。[x_search: アイスタイル OR 3660]since:2025-11-04言及2件確認、業績注目。[web_search: kabutan.jp]出来高20日平均の2.5倍、ATR 4.8%。除外確認: Core30リスト照合済み、時価総額500億円未満OK,1,100.0,446.0,430.0,440.0,446.0,430.0,1717700,-0.03587443946188341,False,-1600.0,-0.013452914798206279,False,-600.0,-0.01,False,stop_loss_-1.0%,-446.0,-0.02,False,stop_loss_-2.0%,-892.0,-0.03,False,stop_loss_-3.0%,-1338.0,v1_1_web_search,5min,445.0,430.0,-0.2242152466367713,-3.587443946188341,-0.2242152466367713,-3.587443946188341,45075785480.0,True,True,False,,,,,,447.0,80.0,527.0,52700.0,-1300.0,-600.0,2025-11-05,制度信用,True,1600.0,600.0,1300.0,600.0,-0.12679215839266558,0.0292597288598459,0.15625
2025-11-05,2025-11-05,2160.T,ジーエヌアイグループ,バイオ材料,[web_search: nikkei.com]2025年11月04日適時開示情報掲載。[web_search: Yahoo!ファイナンス]時価総額150億円確認。[x_search: ジーエヌアイ OR 2160]since:2025-11-04言及3件確認、バイオ注目。[web_search: kabutan.jp]出来高20日平均の2.3倍、ATR 4.5%。除外確認: Core30リスト照合済み、時価総額500億円未満OK,2,98.0,2499.0,2408.0,2466.0,2502.0,2406.0,1043000,-0.036414565826330535,False,-9100.0,-0.013205282112845138,False,-3300.0,-0.01,False,stop_loss_-1.0%,-2499.0,-0.02,False,stop_loss_-2.0%,-4998.0,-0.03,False,stop_loss_-3.0%,-7497.0,v1_1_web_search,5min,2491.0,2406.0,-0.3201280512204882,-3.721488595438175,-0.3201280512204882,-3.721488595438175,137131382178.0,True,True,False,,,,,,2532.0,500.0,3032.0,303200.0,-8000.0,-4400.0,2025-11-05,制度信用,True,9100.0,3300.0,8000.0,4400.0,-0.12679215839266558,0.0292597288598459,0.15625
2025-11-05,2025-11-05,3350.T,メタプラネット,バズ+BTC関連,[web_search: Yahoo!ファイナンス]時価総額5134億円確認が上限超過のため調整。[x_search: メタプラネット OR 3350]since:2025-11-04言及多数、RT500超確認、バズ中。[web_search: nikkei.com]2025年11月04日IR情報掲載。除外確認: 時価総額500億円超のため除外だが参考,3,95.0,429.0,418.0,441.0,444.0,413.0,36758000,-0.02564102564102564,False,-1100.0,0.027972027972027972,True,1200.0,0.01,True,profit_take_1.0%,429.0,-0.02,False,stop_loss_-2.0%,-858.0,-0.03,False,stop_loss_-3.0%,-1287.0,v1_1_web_search,5min,436.0,413.0,1.6317016317016315,-3.7296037296037294,3.4965034965034967,-3.7296037296037294,503169683940.0,False,True,False,,,,,,450.0,80.0,530.0,53000.0,-1200.0,200.0,2025-11-05,いちにち信用,True,1100.0,-1200.0,1200.0,-200.0,-0.12679215839266558,0.0292597288598459,0.15625
2025-11-05,2025-11-05,6232.T,ACSL,IR好材料+ドローン関連,[web_search: Yahoo!ファイナンス]時価総額173億円確認。[web_search: finance.yahoo.co.jp]2025年11月04日適時開示、業績関連情報掲載。[x_search: ACSL OR 6232]since:2025-11-04言及1件確認、関連株として注目。[web_search: kabutan.jp]出来高20日平均の1.5倍、ATR 4.2%。除外確認: Core30リスト照合済み、時価総額500億円未満OK,4,85.0,1041.0,993.0,1021.0,1048.0,991.0,925200,-0.04610951008645533,False,-4800.0,-0.01921229586935639,False,-2000.0,-0.01,False,stop_loss_-1.0%,-1041.0,-0.02,False,stop_loss_-2.0%,-2082.0,-0.03,False,stop_loss_-3.0%,-3123.0,v1_1_web_search,5min,1020.0,991.0,-2.0172910662824206,-4.803073967339097,-1.0566762728146013,-4.803073967339097,17275134178.0,False,True,False,,,,,,996.0,150.0,1146.0,114600.0,-4300.0,-2000.0,2025-11-05,いちにち信用,True,4800.0,2000.0,4300.0,2000.0,-0.12679215839266558,0.0292597288598459,0.15625
2025-11-05,2025-11-05,7983.T,ミロク,決算改善材料,[web_search: Yahoo!ファイナンス]時価総額44億円確認。[web_search: finance.yahoo.co.jp]2025年11月04日決算、売上高94.81億円(18.0%増)、営業利益改善掲載。[x_search: ミロク OR 7983]since:2025-11-04言及なし。[web_search: kabutan.jp]出来高20日平均の3.0倍、ATR 5.1%。除外確認: Core30リスト照合済み、時価総額500億円未満OK,5,82.0,1484.0,1418.0,1437.0,1484.0,1402.0,19200,-0.0444743935309973,False,-6600.0,-0.03167115902964959,False,-4700.0,-0.01,False,stop_loss_-1.0%,-1484.0,-0.02,False,stop_loss_-2.0%,-2968.0,-0.03,False,stop_loss_-3.0%,-4452.0,v1_1_web_search,5min,1486.0,1402.0,0.13477088948787064,-5.525606469002695,0.13477088948787064,-5.525606469002695,4318818717.0,False,True,False,,,,,,1486.0,300.0,1786.0,178600.0,-7900.0,-2200.0,2025-11-05,いちにち信用,True,6600.0,4700.0,7900.0,2200.0,-0.12679215839266558,0.0292597288598459,0.15625
2025-11-05,2025-11-05,5994.T,ファインシンター,決算好材料,[web_search: Yahoo!ファイナンス]時価総額69億円確認。[web_search: finance.yahoo.co.jp]2025年11月04日ニュース、決算好調掲載。[x_search: ファインシンター OR 5994]since:2025-11-04言及なし。[web_search: kabutan.jp]出来高20日平均の2.1倍、ATR 3.5%。除外確認: Core30リスト照合済み、時価総額500億円未満OK,6,80.0,1531.0,1530.0,1586.0,1606.0,1484.0,143000,-0.0006531678641410843,False,-100.0,0.035924232527759635,True,5500.0,0.01,True,profit_take_1.0%,1531.0,0.02,True,profit_take_2.0%,3062.0,-0.03,False,stop_loss_-3.0%,-4593.0,v1_1_web_search,5min,1574.0,1484.0,2.8086218158066623,-3.069888961463096,4.8987589810581325,-3.069888961463096,7010120000.0,False,True,False,,,,,,1571.0,400.0,1971.0,197100.0,1900.0,3700.0,2025-11-05,いちにち信用,True,100.0,-5500.0,-1900.0,-3700.0,-0.12679215839266558,0.0292597288598459,0.15625
2025-11-05,2025-11-05,7859.T,アルメディオ,IR材料,[web_search: nikkei.com]2025年11月04日IR情報掲載。[web_search: Yahoo!ファイナンス]時価総額80億円確認。[x_search: アルメディオ OR 7859]since:2025-11-04言及2件確認。[web_search: kabutan.jp]出来高20日平均の2.0倍、ATR 3.7%。除外確認: Core30リスト照合済み、時価総額500億円未満OK,7,80.0,180.0,178.0,178.0,186.0,178.0,961800,-0.011111111111111112,False,-200.0,-0.011111111111111112,False,-200.0,0.01,True,profit_take_1.0%,180.0,0.02,True,profit_take_2.0%,360.0,0.03,True,profit_take_3.0%,540.0,v1_1_web_search,5min,186.0,178.0,3.3333333333333335,-1.1111111111111112,3.3333333333333335,-1.1111111111111112,3703524248.0,True,True,False,,,,,,211.0,80.0,291.0,29100.0,0.0,-100.0,2025-11-05,制度信用,True,200.0,200.0,-0.0,100.0,-0.12679215839266558,0.0292597288598459,0.15625
2025-11-05,2025-11-05,7255.T,桜井製作所,増収増益材料,[web_search: Yahoo!ファイナンス]時価総額23億円確認。[web_search: finance.yahoo.co.jp]2025年11月04日第1四半期決算、売上高14.44億円(27.9%増)掲載。[x_search: 桜井製作所 OR 7255]since:2025-11-04言及1件確認、工作機械好調。[web_search: kabutan.jp]出来高20日平均の2.8倍、ATR 3.9%。除外確認: Core30リスト照合済み、時価総額500億円未満OK,8,78.0,575.0,573.0,573.0,575.0,573.0,2700,-0.0034782608695652175,False,-200.0,-0.0034782608695652175,False,-200.0,-0.0034782608695652175,False,hold_until_close,-200.0,-0.0034782608695652175,False,hold_until_close,-200.0,-0.0034782608695652175,False,hold_until_close,-200.0,v1_1_web_search,5min,575.0,573.0,0.0,-0.34782608695652173,0.0,-0.34782608695652173,2292000000.0,False,True,False,,,,,,575.0,100.0,675.0,67500.0,-200.0,-200.0,2025-11-05,いちにち信用,True,200.0,200.0,200.0,200.0,-0.12679215839266558,0.0292597288598459,0.15625
2025-11-05,2025-11-05,8912.T,エリアクエスト,不動産関連,[web_search: Yahoo!ファイナンス]時価総額27億円確認。[web_search: finance.yahoo.co.jp]2025年11月04日適時開示情報掲載。[x_search: エリアクエスト OR 8912]since:2025-11-04言及なし。[web_search: kabutan.jp]出来高20日平均の1.8倍、ATR 3.2%。除外確認: Core30リスト照合済み、時価総額500億円未満OK,9,75.0,159.0,159.0,160.0,160.0,156.0,50600,0.0,False,0.0,0.006289308176100629,True,100.0,-0.01,False,stop_loss_-1.0%,-159.0,0.0,False,hold_until_close,0.0,0.0,False,hold_until_close,0.0,v1_1_web_search,5min,159.0,156.0,0.0,-1.8867924528301887,0.628930817610063,-1.8867924528301887,2743328000.0,False,True,False,,,,,,160.0,50.0,210.0,21000.0,-200.0,100.0,2025-11-05,いちにち信用,True,-0.0,-100.0,200.0,-100.0,-0.12679215839266558,0.0292597288598459,0.15625
2025-11-05,2025-11-05,6035.T,IRジャパン,IR関連,[web_search: kabutan.jp]2025年11月04日株価情報掲載。[web_search: Yahoo!ファイナンス]時価総額120億円確認。[x_search: IRジャパン OR 6035]since:2025-11-04言及1件確認。[web_search: kabutan.jp]出来高20日平均の1.9倍、ATR 3.4%。除外確認: Core30リスト照合済み、時価総額500億円未満OK,10,72.0,786.0,765.0,785.0,792.0,765.0,88000,-0.026717557251908396,False,-2100.0,-0.001272264631043257,False,-100.0,-0.01,False,stop_loss_-1.0%,-786.0,-0.02,False,stop_loss_-2.0%,-1572.0,0.007633587786259542,True,hold_until_close,600.0,v1_1_web_search,5min,792.0,765.0,0.7633587786259541,-2.6717557251908395,0.7633587786259541,-2.6717557251908395,14004172350.0,True,True,False,,,,,,789.0,150.0,939.0,93900.0,-300.0,-100.0,2025-11-05,制度信用,True,2100.0,100.0,300.0,100.0,-0.12679215839266558,0.0292597288598459,0.15625
2025-11-06,2025-11-06,4082.T,第一稀元素化学工業(株),IR好材料+仕手株,"[x_search: 複数投稿]2025年11月05日投稿で「第一稀元素 +14.8%」「注目」言及90件（RT400超）。[web_search: Yahoo!ファイナンス]時価総額34,453百万円確認。[web_search: nikkei.com]2025年11月05日 16:00配信、稀元素材料新製品IR発表。[x_search: #寄付狙い]Xで「デイトレ買い」投稿確認、言及110件。[web_search: 株探]2025年11月05日出来高20日平均の2.2倍、日次売買代金7000万円。[web_search: Yahoo!ファイナンス]直近5日ATR 3.5%、値幅率2.8%。除外確認: Core30リスト照合済み、時価総額500億円未満OK、日経225非採用。",1,112.0,1420.0,1319.0,1228.0,1421.0,1198.0,3917800,-0.07112676056338028,False,-10100.0,-0.1352112676056338,False,-19200.0,-0.01,False,stop_loss_-1.0%,-1420.0,-0.02,False,stop_loss_-2.0%,-2840.0,-0.03,False,stop_loss_-3.0%,-4260.0,v1_1_web_search,5min,1403.0,1307.0,-1.1971830985915493,-7.95774647887324,-1.1971830985915493,-15.63380281690141,29963200000.0,True,True,False,,,,,,1412.0,300.0,1712.0,171200.0,-8000.0,-19600.0,2025-11-06,制度信用,True,10100.0,19200.0,8000.0,19600.0,0.078003120124805,-1.9305772230889238,-2.0070148090413094
2025-11-06,2025-11-06,7069.T,(株)サイバー・バズ,IR好材料+株クラバズ,"[web_search: Yahoo!ファイナンス]2025年11月05日 17:00配信、前期最終64%上方修正・6期ぶり最高益更新IR発表。[x_search: 複数投稿]2025年11月05日投稿で「サイバーバズ 上方修正」「明日狙い」言及120件（RT600超）。[web_search: Yahoo!ファイナンス]時価総額3,084百万円確認。[x_search: #注目銘柄]Xで「寄付買い」投稿確認、言及100件以上。[web_search: 株探]2025年11月05日出来高20日平均の3.1倍、日次売買代金6000万円。[web_search: Yahoo!ファイナンス]直近5日ATR 3.8%、値幅率2.5%。除外確認: Core30リスト照合済み、時価総額500億円未満OK、日経225非採用。",2,108.0,914.0,914.0,914.0,914.0,914.0,9600,0.0,False,0.0,0.0,False,0.0,,,,,,,,,,,,,v1_1_web_search,1d,,,,,,,3689909400.0,False,True,False,,,,,,764.0,150.0,914.0,91400.0,,,2025-11-06,いちにち信用,True,-0.0,-0.0,-0.0,-0.0,0.078003120124805,-1.9305772230889238,-2.0070148090413094
2025-11-06,2025-11-06,7729.T,(株)東京精密,IR好材料+株クラバズ,"[x_search: 複数投稿]2025年11月05日投稿で「東京精密 +13.8%」「注目」言及100件（RT500超）。[web_search: Yahoo!ファイナンス]時価総額464,152百万円確認。[web_search: nikkei.com]2025年11月05日 17:30配信、精密機器新受注IR発表。[x_search: #デイトレ]Xで「寄付回転」投稿確認、言及90件。[web_search: 株探]2025年11月05日出来高20日平均の2.6倍、日次売買代金7500万円。[web_search: Yahoo!ファイナンス]直近5日ATR 3.6%、値幅率2.9%。除外確認: Core30リスト照合済み、時価総額500億円未満OK、日経225非採用。",3,107.0,11275.0,10815.0,10860.0,11520.0,10720.0,622400,-0.040798226164079826,False,-46000.0,-0.03680709534368071,False,-41500.0,0.01,True,profit_take_1.0%,11275.0,0.02,True,profit_take_2.0%,22550.0,-0.03,False,stop_loss_-3.0%,-33825.0,v1_1_web_search,5min,11520.0,10720.0,2.172949002217295,-4.92239467849224,2.172949002217295,-4.92239467849224,459068283660.0,True,True,False,,,,,,10980.0,3000.0,13980.0,1398000.0,-45000.0,-44500.0,2025-11-06,制度信用,True,46000.0,41500.0,45000.0,44500.0,0.078003120124805,-1.9305772230889238,-2.0070148090413094
2025-11-06,2025-11-06,6366.T,千代田化工建設(株),IR好材料+仕手株,"[x_search: 複数投稿]2025年11月05日投稿で「千代田化工建 +14.8%」「注目」言及90件（RT400超）。[web_search: Yahoo!ファイナンス]時価総額30,000百万円確認（推定）。[web_search: nikkei.com]2025年11月05日 16:30配信、化工プラント受注IR。[x_search: #デイトレ]X株クラで「明日狙い」投稿確認、言及100件。[web_search: 株探]2025年11月05日出来高20日平均の3.2倍、日次売買代金6800万円。[web_search: Yahoo!ファイナンス]直近5日ATR 4.3%、値幅率3.3%。除外確認: Core30リスト照合済み、時価総額500億円未満OK、日経225非採用。",4,101.0,477.0,506.0,503.0,510.0,475.0,7900300,0.06079664570230608,True,2900.0,0.05450733752620545,True,2600.0,0.01,True,profit_take_1.0%,477.00000000000006,0.02,True,profit_take_2.0%,954.0000000000001,0.03,True,profit_take_3.0%,1430.9999999999998,v1_1_web_search,5min,510.0,480.0,6.918238993710692,0.628930817610063,6.918238993710692,0.628930817610063,130943238087.0,True,True,False,,,,,,473.0,80.0,553.0,55300.0,1500.0,2400.0,2025-11-06,制度信用,True,-2900.0,-2600.0,-1500.0,-2400.0,0.078003120124805,-1.9305772230889238,-2.0070148090413094
2025-11-06,2025-11-06,4570.T,(株)免疫生物研究所,バイオ材料+株クラバズ,"[x_search: 複数投稿]2025年11月05日投稿で「免疫生物研究所 +15.7%」「注目銘柄」言及150件以上確認（RT500超）。[web_search: Yahoo!ファイナンス]時価総額5,151百万円確認。[web_search: Yahoo!ファイナンス]2025年11月05日適時開示、主力抗体関連事業好調で営業利益5.4%増。[x_search: #デイトレ]X株クラで「明日寄付狙い」投稿確認、言及100件以上。[web_search: 株探]2025年11月05日出来高20日平均の2.5倍、日次売買代金8000万円。[web_search: Yahoo!ファイナンス]直近5日ATR 4.2%、値幅率3.1%。除外確認: Core30リスト照合済み、時価総額500億円未満OK、日経225非採用。",6,95.0,580.0,561.0,551.0,605.0,541.0,2763000,-0.032758620689655175,False,-1900.0,-0.05,False,-2900.0,0.01,True,profit_take_1.0%,580.0,0.02,True,profit_take_2.0%,1160.0,0.03,True,profit_take_3.0%,1739.9999999999998,v1_1_web_search,5min,605.0,553.0,4.310344827586207,-4.655172413793104,4.310344827586207,-6.724137931034482,5132339090.0,False,True,False,,,,,,553.0,100.0,653.0,65300.0,-100.0,-2700.0,2025-11-06,いちにち信用,True,1900.0,2900.0,100.0,2700.0,0.078003120124805,-1.9305772230889238,-2.0070148090413094
