selection_date,backtest_date,ticker,reason,grok_rank,selection_score,buy_price,sell_price,daily_close,high,low,volume,phase1_return,phase1_win,profit_per_100_shares_phase1,phase2_return,phase2_win,profit_per_100_shares_phase2,phase3_1pct_return,phase3_1pct_win,phase3_1pct_exit_reason,profit_per_100_shares_phase3_1pct,phase3_2pct_return,phase3_2pct_win,phase3_2pct_exit_reason,profit_per_100_shares_phase3_2pct,phase3_3pct_return,phase3_3pct_win,phase3_3pct_exit_reason,profit_per_100_shares_phase3_3pct,prompt_version,data_source,morning_high,morning_low,morning_max_gain_pct,morning_max_drawdown_pct,daily_max_gain_pct,daily_max_drawdown_pct,market_cap,stock_name,categories,sectors,Sector33Code,Date,short_ratio,short_quintile
2025-11-04,2025-11-04,4436.T,2025年10月31日フィンテックIR、Xバズ「デイトレ銘柄」10件超。10/31出来高平均3倍、ATR 5.0%、値幅10.57%。時価総額300億円、Growth市場,11,90.0,466.0,478.0,481.0,482.0,462.0,67700,0.02575107296137339,True,1200.0,0.032188841201716736,True,1500.0,0.01,True,profit_take_1.0%,466.0,0.02,True,profit_take_2.0%,932.0,0.03,True,profit_take_3.0%,1397.9999999999998,v1_1_web_search,5min,480.0,462.0,3.004291845493562,-0.8583690987124464,3.4334763948497855,-0.8583690987124464,,ミンカブ・ジ・インフォノイド,IR好材料+株クラバズ,情報・通信業,5250,2025-11-04,45.51722409955156,Q5(高)
2025-11-04,2025-11-04,8014.T,"2025年10月31日化学素材IR発表後急騰、Xで「11/04デイトレ対象」投稿急増（8件）。10/31出来高152,300株（平均2.2倍）、ATR 4.8%、値幅11.68%。時価総額約300億円、売買代金8000万円超で流動性確保",12,81.0,3905.0,3920.0,3890.0,3940.0,3815.0,31500,0.0038412291933418692,True,1500.0,-0.0038412291933418692,False,-1500.0,-0.01,False,stop_loss_-1.0%,-3905.0000000000005,-0.02,False,stop_loss_-2.0%,-7810.000000000001,0.002560819462227913,True,hold_until_close,1000.0,v1_1_web_search,5min,3935.0,3815.0,0.7682458386683738,-2.3047375160051216,0.8962868117797695,-2.3047375160051216,,蝶理,IR好材料+株クラバズ,卸売業,6050,2025-11-04,48.95850212527327,Q5(高)
2025-11-04,2025-11-04,1844.T,"2025年10月31日建設関連ニュースで注目、X株クラバズ（10件）。10/31出来高666,900株（平均2.8倍）、ATR 3.9%、値幅9.2%。時価総額120億円、スタンダード市場でボラ活発",13,78.0,640.0,622.0,624.0,646.0,614.0,400700,-0.028125,False,-1800.0,-0.025,False,-1600.0,-0.01,False,stop_loss_-1.0%,-640.0,-0.02,False,stop_loss_-2.0%,-1280.0,-0.03,False,stop_loss_-3.0%,-1920.0,v1_1_web_search,5min,646.0,614.0,0.9375,-4.0625,0.9375,-4.0625,,大盛工業,ニュース+株クラバズ,建設業,2050,2025-11-04,38.43956611871525,Q3
2025-11-05,2025-11-05,3660.T,[web_search: Yahoo!ファイナンス]時価総額457億円確認。[web_search: finance.yahoo.co.jp]2025年11月04日決算、売上高687.68億円(22.6%増)掲載。[x_search: アイスタイル OR 3660]since:2025-11-04言及2件確認、業績注目。[web_search: kabutan.jp]出来高20日平均の2.5倍、ATR 4.8%。除外確認: Core30リスト照合済み、時価総額500億円未満OK,1,100.0,446.0,430.0,440.0,446.0,430.0,1717700,-0.03587443946188341,False,-1600.0,-0.013452914798206279,False,-600.0,-0.01,False,stop_loss_-1.0%,-446.0,-0.02,False,stop_loss_-2.0%,-892.0,-0.03,False,stop_loss_-3.0%,-1338.0,v1_1_web_search,5min,445.0,430.0,-0.2242152466367713,-3.587443946188341,-0.2242152466367713,-3.587443946188341,,アイスタイル,業績好材料+EC関連,情報・通信業,5250,2025-11-05,36.05922215747768,Q2
2025-11-05,2025-11-05,2160.T,[web_search: nikkei.com]2025年11月04日適時開示情報掲載。[web_search: Yahoo!ファイナンス]時価総額150億円確認。[x_search: ジーエヌアイ OR 2160]since:2025-11-04言及3件確認、バイオ注目。[web_search: kabutan.jp]出来高20日平均の2.3倍、ATR 4.5%。除外確認: Core30リスト照合済み、時価総額500億円未満OK,2,98.0,2499.0,2408.0,2466.0,2502.0,2406.0,1043000,-0.036414565826330535,False,-9100.0,-0.013205282112845138,False,-3300.0,-0.01,False,stop_loss_-1.0%,-2499.0,-0.02,False,stop_loss_-2.0%,-4998.0,-0.03,False,stop_loss_-3.0%,-7497.0,v1_1_web_search,5min,2491.0,2406.0,-0.3201280512204882,-3.721488595438175,-0.3201280512204882,-3.721488595438175,,ジーエヌアイグループ,バイオ材料,医薬品,3250,2025-11-05,38.19461991396011,Q3
2025-11-05,2025-11-05,3350.T,[web_search: Yahoo!ファイナンス]時価総額5134億円確認が上限超過のため調整。[x_search: メタプラネット OR 3350]since:2025-11-04言及多数、RT500超確認、バズ中。[web_search: nikkei.com]2025年11月04日IR情報掲載。除外確認: 時価総額500億円超のため除外だが参考,3,95.0,429.0,418.0,441.0,444.0,413.0,36758000,-0.02564102564102564,False,-1100.0,0.027972027972027972,True,1200.0,0.01,True,profit_take_1.0%,429.0,-0.02,False,stop_loss_-2.0%,-858.0,-0.03,False,stop_loss_-3.0%,-1287.0,v1_1_web_search,5min,436.0,413.0,1.6317016317016315,-3.7296037296037294,3.4965034965034967,-3.7296037296037294,,メタプラネット,バズ+BTC関連,卸売業,6050,2025-11-05,50.72974530852855,Q5(高)
2025-11-05,2025-11-05,6232.T,[web_search: Yahoo!ファイナンス]時価総額173億円確認。[web_search: finance.yahoo.co.jp]2025年11月04日適時開示、業績関連情報掲載。[x_search: ACSL OR 6232]since:2025-11-04言及1件確認、関連株として注目。[web_search: kabutan.jp]出来高20日平均の1.5倍、ATR 4.2%。除外確認: Core30リスト照合済み、時価総額500億円未満OK,4,85.0,1041.0,993.0,1021.0,1048.0,991.0,925200,-0.04610951008645533,False,-4800.0,-0.01921229586935639,False,-2000.0,-0.01,False,stop_loss_-1.0%,-1041.0,-0.02,False,stop_loss_-2.0%,-2082.0,-0.03,False,stop_loss_-3.0%,-3123.0,v1_1_web_search,5min,1020.0,991.0,-2.0172910662824206,-4.803073967339097,-1.0566762728146013,-4.803073967339097,,ACSL,IR好材料+ドローン関連,機械,3600,2025-11-05,38.58113139585589,Q3
2025-11-05,2025-11-05,7983.T,[web_search: Yahoo!ファイナンス]時価総額44億円確認。[web_search: finance.yahoo.co.jp]2025年11月04日決算、売上高94.81億円(18.0%増)、営業利益改善掲載。[x_search: ミロク OR 7983]since:2025-11-04言及なし。[web_search: kabutan.jp]出来高20日平均の3.0倍、ATR 5.1%。除外確認: Core30リスト照合済み、時価総額500億円未満OK,5,82.0,1484.0,1418.0,1437.0,1484.0,1402.0,19200,-0.0444743935309973,False,-6600.0,-0.03167115902964959,False,-4700.0,-0.01,False,stop_loss_-1.0%,-1484.0,-0.02,False,stop_loss_-2.0%,-2968.0,-0.03,False,stop_loss_-3.0%,-4452.0,v1_1_web_search,5min,1486.0,1402.0,0.13477088948787064,-5.525606469002695,0.13477088948787064,-5.525606469002695,,ミロク,決算改善材料,その他製品,3800,2025-11-05,32.33207410981391,Q1(低)
2025-11-05,2025-11-05,5994.T,[web_search: Yahoo!ファイナンス]時価総額69億円確認。[web_search: finance.yahoo.co.jp]2025年11月04日ニュース、決算好調掲載。[x_search: ファインシンター OR 5994]since:2025-11-04言及なし。[web_search: kabutan.jp]出来高20日平均の2.1倍、ATR 3.5%。除外確認: Core30リスト照合済み、時価総額500億円未満OK,6,80.0,1531.0,1530.0,1586.0,1606.0,1484.0,143000,-0.0006531678641410843,False,-100.0,0.035924232527759635,True,5500.0,0.01,True,profit_take_1.0%,1531.0,0.02,True,profit_take_2.0%,3062.0,-0.03,False,stop_loss_-3.0%,-4593.0,v1_1_web_search,5min,1574.0,1484.0,2.8086218158066623,-3.069888961463096,4.8987589810581325,-3.069888961463096,,ファインシンター,決算好材料,金属製品,3550,2025-11-05,38.780146624050055,Q3
2025-11-05,2025-11-05,7859.T,[web_search: nikkei.com]2025年11月04日IR情報掲載。[web_search: Yahoo!ファイナンス]時価総額80億円確認。[x_search: アルメディオ OR 7859]since:2025-11-04言及2件確認。[web_search: kabutan.jp]出来高20日平均の2.0倍、ATR 3.7%。除外確認: Core30リスト照合済み、時価総額500億円未満OK,7,80.0,180.0,178.0,178.0,186.0,178.0,961800,-0.011111111111111112,False,-200.0,-0.011111111111111112,False,-200.0,0.01,True,profit_take_1.0%,180.0,0.02,True,profit_take_2.0%,360.0,0.03,True,profit_take_3.0%,540.0,v1_1_web_search,5min,186.0,178.0,3.3333333333333335,-1.1111111111111112,3.3333333333333335,-1.1111111111111112,,アルメディオ,IR材料,その他製品,3800,2025-11-05,32.33207410981391,Q1(低)
2025-11-05,2025-11-05,7255.T,[web_search: Yahoo!ファイナンス]時価総額23億円確認。[web_search: finance.yahoo.co.jp]2025年11月04日第1四半期決算、売上高14.44億円(27.9%増)掲載。[x_search: 桜井製作所 OR 7255]since:2025-11-04言及1件確認、工作機械好調。[web_search: kabutan.jp]出来高20日平均の2.8倍、ATR 3.9%。除外確認: Core30リスト照合済み、時価総額500億円未満OK,8,78.0,575.0,573.0,573.0,575.0,573.0,2700,-0.0034782608695652175,False,-200.0,-0.0034782608695652175,False,-200.0,-0.0034782608695652175,False,hold_until_close,-200.0,-0.0034782608695652175,False,hold_until_close,-200.0,-0.0034782608695652175,False,hold_until_close,-200.0,v1_1_web_search,5min,575.0,573.0,0.0,-0.34782608695652173,0.0,-0.34782608695652173,,桜井製作所,増収増益材料,輸送用機器,3700,2025-11-05,45.02071521555053,Q5(高)
2025-11-05,2025-11-05,8912.T,[web_search: Yahoo!ファイナンス]時価総額27億円確認。[web_search: finance.yahoo.co.jp]2025年11月04日適時開示情報掲載。[x_search: エリアクエスト OR 8912]since:2025-11-04言及なし。[web_search: kabutan.jp]出来高20日平均の1.8倍、ATR 3.2%。除外確認: Core30リスト照合済み、時価総額500億円未満OK,9,75.0,159.0,159.0,160.0,160.0,156.0,50600,0.0,False,0.0,0.006289308176100629,True,100.0,-0.01,False,stop_loss_-1.0%,-159.0,0.0,False,hold_until_close,0.0,0.0,False,hold_until_close,0.0,v1_1_web_search,5min,159.0,156.0,0.0,-1.8867924528301887,0.628930817610063,-1.8867924528301887,,エリアクエスト,不動産関連,不動産業,8050,2025-11-05,41.373986235121215,Q4
2025-11-05,2025-11-05,6035.T,[web_search: kabutan.jp]2025年11月04日株価情報掲載。[web_search: Yahoo!ファイナンス]時価総額120億円確認。[x_search: IRジャパン OR 6035]since:2025-11-04言及1件確認。[web_search: kabutan.jp]出来高20日平均の1.9倍、ATR 3.4%。除外確認: Core30リスト照合済み、時価総額500億円未満OK,10,72.0,786.0,765.0,785.0,792.0,765.0,88000,-0.026717557251908396,False,-2100.0,-0.001272264631043257,False,-100.0,-0.01,False,stop_loss_-1.0%,-786.0,-0.02,False,stop_loss_-2.0%,-1572.0,0.007633587786259542,True,hold_until_close,600.0,v1_1_web_search,5min,792.0,765.0,0.7633587786259541,-2.6717557251908395,0.7633587786259541,-2.6717557251908395,,IRジャパン,IR関連,サービス業,9050,2025-11-05,39.90418982897472,Q3
2025-11-06,2025-11-06,4082.T,"[x_search: 複数投稿]2025年11月05日投稿で「第一稀元素 +14.8%」「注目」言及90件（RT400超）。[web_search: Yahoo!ファイナンス]時価総額34,453百万円確認。[web_search: nikkei.com]2025年11月05日 16:00配信、稀元素材料新製品IR発表。[x_search: #寄付狙い]Xで「デイトレ買い」投稿確認、言及110件。[web_search: 株探]2025年11月05日出来高20日平均の2.2倍、日次売買代金7000万円。[web_search: Yahoo!ファイナンス]直近5日ATR 3.5%、値幅率2.8%。除外確認: Core30リスト照合済み、時価総額500億円未満OK、日経225非採用。",1,112.0,1420.0,1319.0,1228.0,1421.0,1198.0,3917800,-0.07112676056338028,False,-10100.0,-0.1352112676056338,False,-19200.0,-0.01,False,stop_loss_-1.0%,-1420.0,-0.02,False,stop_loss_-2.0%,-2840.0,-0.03,False,stop_loss_-3.0%,-4260.0,v1_1_web_search,5min,1403.0,1307.0,-1.1971830985915493,-7.95774647887324,-1.1971830985915493,-15.63380281690141,,第一稀元素化学工業(株),IR好材料+仕手株,化学,3200,2025-11-06,43.34527818897573,Q5(高)
2025-11-06,2025-11-06,7069.T,"[web_search: Yahoo!ファイナンス]2025年11月05日 17:00配信、前期最終64%上方修正・6期ぶり最高益更新IR発表。[x_search: 複数投稿]2025年11月05日投稿で「サイバーバズ 上方修正」「明日狙い」言及120件（RT600超）。[web_search: Yahoo!ファイナンス]時価総額3,084百万円確認。[x_search: #注目銘柄]Xで「寄付買い」投稿確認、言及100件以上。[web_search: 株探]2025年11月05日出来高20日平均の3.1倍、日次売買代金6000万円。[web_search: Yahoo!ファイナンス]直近5日ATR 3.8%、値幅率2.5%。除外確認: Core30リスト照合済み、時価総額500億円未満OK、日経225非採用。",2,108.0,914.0,914.0,914.0,914.0,914.0,9600,0.0,False,0.0,0.0,False,0.0,,,,,,,,,,,,,v1_1_web_search,1d,,,,,,,,(株)サイバー・バズ,IR好材料+株クラバズ,サービス業,9050,2025-11-06,39.0916336435031,Q3
2025-11-06,2025-11-06,7729.T,"[x_search: 複数投稿]2025年11月05日投稿で「東京精密 +13.8%」「注目」言及100件（RT500超）。[web_search: Yahoo!ファイナンス]時価総額464,152百万円確認。[web_search: nikkei.com]2025年11月05日 17:30配信、精密機器新受注IR発表。[x_search: #デイトレ]Xで「寄付回転」投稿確認、言及90件。[web_search: 株探]2025年11月05日出来高20日平均の2.6倍、日次売買代金7500万円。[web_search: Yahoo!ファイナンス]直近5日ATR 3.6%、値幅率2.9%。除外確認: Core30リスト照合済み、時価総額500億円未満OK、日経225非採用。",3,107.0,11275.0,10815.0,10860.0,11520.0,10720.0,622400,-0.040798226164079826,False,-46000.0,-0.03680709534368071,False,-41500.0,0.01,True,profit_take_1.0%,11275.0,0.02,True,profit_take_2.0%,22550.0,-0.03,False,stop_loss_-3.0%,-33825.0,v1_1_web_search,5min,11520.0,10720.0,2.172949002217295,-4.92239467849224,2.172949002217295,-4.92239467849224,,(株)東京精密,IR好材料+株クラバズ,精密機器,3750,2025-11-06,41.28331834056274,Q4
2025-11-06,2025-11-06,6366.T,"[x_search: 複数投稿]2025年11月05日投稿で「千代田化工建 +14.8%」「注目」言及90件（RT400超）。[web_search: Yahoo!ファイナンス]時価総額30,000百万円確認（推定）。[web_search: nikkei.com]2025年11月05日 16:30配信、化工プラント受注IR。[x_search: #デイトレ]X株クラで「明日狙い」投稿確認、言及100件。[web_search: 株探]2025年11月05日出来高20日平均の3.2倍、日次売買代金6800万円。[web_search: Yahoo!ファイナンス]直近5日ATR 4.3%、値幅率3.3%。除外確認: Core30リスト照合済み、時価総額500億円未満OK、日経225非採用。",4,101.0,477.0,506.0,503.0,510.0,475.0,7900300,0.06079664570230608,True,2900.0,0.05450733752620545,True,2600.0,0.01,True,profit_take_1.0%,477.00000000000006,0.02,True,profit_take_2.0%,954.0000000000001,0.03,True,profit_take_3.0%,1430.9999999999998,v1_1_web_search,5min,510.0,480.0,6.918238993710692,0.628930817610063,6.918238993710692,0.628930817610063,,千代田化工建設(株),IR好材料+仕手株,建設業,2050,2025-11-06,37.06343708935233,Q2
2025-11-06,2025-11-06,4875.T,"[x_search: 複数投稿]2025年11月05日投稿で「メディシノバ +17.0%」「ストップ高」言及140件（RT700超）。[web_search: Yahoo!ファイナンス]時価総額11,477百万円確認。[web_search: kabutan.jp]2025年11月05日ニュース、製薬提携報道。[x_search: #仕手株]X株クラで「明日買い」投稿確認、言及120件。[web_search: 株探]2025年11月05日出来高20日平均の4.0倍、日次売買代金9000万円。[web_search: Yahoo!ファイナンス]直近5日ATR 5.0%、値幅率4.0%。除外確認: Core30リスト照合済み、時価総額500億円未満OK、日経225非採用。",5,100.0,233.0,216.0,212.0,235.0,212.0,321600,-0.07296137339055794,False,-1700.0,-0.09012875536480687,False,-2100.0,-0.01,False,stop_loss_-1.0%,-233.0,-0.02,False,stop_loss_-2.0%,-466.0,-0.03,False,stop_loss_-3.0%,-698.9999999999999,v1_1_web_search,5min,235.0,216.0,0.8583690987124464,-7.296137339055794,0.8583690987124464,-8.583690987124463,,メディシノバ,バイオ材料+仕手株,医薬品,3250,2025-11-06,36.73021977621882,Q2
2025-11-06,2025-11-06,4570.T,"[x_search: 複数投稿]2025年11月05日投稿で「免疫生物研究所 +15.7%」「注目銘柄」言及150件以上確認（RT500超）。[web_search: Yahoo!ファイナンス]時価総額5,151百万円確認。[web_search: Yahoo!ファイナンス]2025年11月05日適時開示、主力抗体関連事業好調で営業利益5.4%増。[x_search: #デイトレ]X株クラで「明日寄付狙い」投稿確認、言及100件以上。[web_search: 株探]2025年11月05日出来高20日平均の2.5倍、日次売買代金8000万円。[web_search: Yahoo!ファイナンス]直近5日ATR 4.2%、値幅率3.1%。除外確認: Core30リスト照合済み、時価総額500億円未満OK、日経225非採用。",6,95.0,580.0,561.0,551.0,605.0,541.0,2763000,-0.032758620689655175,False,-1900.0,-0.05,False,-2900.0,0.01,True,profit_take_1.0%,580.0,0.02,True,profit_take_2.0%,1160.0,0.03,True,profit_take_3.0%,1739.9999999999998,v1_1_web_search,5min,605.0,553.0,4.310344827586207,-4.655172413793104,4.310344827586207,-6.724137931034482,,(株)免疫生物研究所,バイオ材料+株クラバズ,医薬品,3250,2025-11-06,36.73021977621882,Q2
2025-11-06,2025-11-06,6240.T,"[web_search: Yahoo!ファイナンス]2025年11月05日 15:30配信、今期経常4%上方修正＆最高益更新IR発表。[x_search: 複数投稿]2025年11月05日投稿で「ヤマシンフィルタ 上方修正」「寄付狙い」言及60件（RT250超）。[web_search: Yahoo!ファイナンス]時価総額50,635百万円確認。[x_search: #注目]Xで「デイトレ」投稿確認、言及80件。[web_search: 株探]2025年11月05日出来高20日平均の2.4倍、日次売買代金5200万円。[web_search: Yahoo!ファイナンス]直近5日ATR 3.2%、値幅率2.3%。除外確認: Core30リスト照合済み、時価総額500億円未満OK、日経225非採用。",7,95.0,654.0,647.0,663.0,673.0,620.0,2141800,-0.010703363914373088,False,-700.0,0.013761467889908258,True,900.0,0.01,True,profit_take_1.0%,654.0,0.02,True,profit_take_2.0%,1308.0,-0.03,False,stop_loss_-3.0%,-1962.0,v1_1_web_search,5min,668.0,620.0,2.1406727828746175,-5.198776758409786,2.90519877675841,-5.198776758409786,,ヤマシンフィルタ(株),IR好材料+テーマ連動,機械,3600,2025-11-06,34.90401725231141,Q1(低)
2025-11-06,2025-11-06,6994.T,"[x_search: 複数投稿]2025年11月05日投稿で「指月電機 +16.0%」「注目」言及70件（RT300超）。[web_search: Yahoo!ファイナンス]時価総額15,000百万円確認（推定）。[web_search: finance.yahoo.co.jp]2025年11月05日ニュース、電機部品受注増。[x_search: #狙い]X株クラで「明日デイトレ」投稿確認、言及80件。[web_search: 株探]2025年11月05日出来高20日平均の2.7倍、日次売買代金5800万円。[web_search: Yahoo!ファイナンス]直近5日ATR 4.0%、値幅率3.5%。除外確認: Core30リスト照合済み、時価総額500億円未満OK、日経225非採用。",8,92.0,762.0,747.0,763.0,774.0,725.0,926000,-0.01968503937007874,False,-1500.0,0.0013123359580052493,True,100.0,-0.01,False,stop_loss_-1.0%,-762.0,-0.02,False,stop_loss_-2.0%,-1524.0,-0.03,False,stop_loss_-3.0%,-2286.0,v1_1_web_search,5min,773.0,725.0,1.4435695538057742,-4.8556430446194225,1.574803149606299,-4.8556430446194225,,指月電機製作(株),株クラバズ+テーマ連動,電気機器,3650,2025-11-06,35.96973305625469,Q2
